,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age,Sex_F,Sex_I,Sex_M
1733,1.7625,1.425,0.45,43.50230775,27.21552,11.89261525,12.190285,12,True,False,False
1734,1.375,1.0625,0.3375,20.70930975,9.42620875,4.37999775,6.0951425,9,False,True,False
1735,1.75,1.3125,0.475,46.67745175,24.22464775,8.7032965,11.32562525,9,True,False,False
1736,1.25,0.95,0.3875,18.92329125,7.78193775,4.422522,5.10291,12,False,True,False
1737,1.7125,1.4125,0.4375,46.436481,22.04173625,10.6310625,12.417081,11,True,False,False
1738,1.625,1.2375,0.4375,34.7848365,14.968536,7.314171,10.489315,11,True,False,False
1739,1.375,1.0875,0.4,25.684647,9.695529,6.2085405,8.3631025,13,False,False,True
1740,1.5,1.125,0.3625,24.8625115,12.26115875,4.3941725,6.80388,9,False,False,True
1741,1.1875,0.9375,0.275,14.004653,5.9817445,3.0900955,4.37999775,8,False,True,False
1742,1.55,1.2,0.4125,28.70386875,15.09610875,12.37455675,9.185238,10,True,False,False
1743,1.35,1.05,0.35,18.89494175,8.85921875,3.912231,5.37223025,10,False,True,False
1744,1.1,0.875,0.3125,11.43902325,4.9611625,1.7860185,3.6570855,9,True,False,False
1745,0.8375,0.65,0.2125,5.443104,2.7499015,0.850485,1.530873,6,False,True,False
1746,0.85,0.6625,0.175,5.2446575,1.77184375,1.11980525,1.984465,7,False,True,False
1747,1.1,0.85,0.325,11.89261525,4.3374735,3.27436725,3.685435,10,True,False,False
1748,1.0375,0.8125,0.25,13.22504175,6.47786075,3.01922175,3.231843,7,False,True,False
1749,1.1625,0.9125,0.2875,13.2392165,6.56290925,2.62232875,3.2034935,7,False,True,False
1750,1.3,1.0,0.3625,22.01338675,9.99319875,5.23048275,5.2446575,9,False,False,True
1751,1.5375,1.2,0.4625,34.60056475,14.13222575,8.9300925,9.355335,10,False,False,True
1752,1.7125,1.3,0.375,38.0733785,13.13999325,8.278054,11.3398,13,False,False,True
1753,1.5,1.25,0.4,31.808139,14.44407025,7.257472,8.7599955,10,True,False,False
1754,1.3125,1.0,0.3125,16.03164225,6.90310325,3.3735905,4.9611625,8,False,True,False
1755,1.2125,0.9125,0.3,16.68368075,7.654365,3.7137845,4.9611625,9,True,False,False
1756,1.15,0.9,0.2875,13.48018725,5.96756975,2.9766975,4.53592,8,True,False,False
1757,1.925,1.55,0.4875,71.31316725,31.62386725,18.18620425,18.200379,12,False,False,True
1758,1.6,1.2,0.4875,32.41765325,13.93377925,6.64795775,10.0073735,9,True,False,False
1759,1.55,1.175,0.3375,28.90231525,15.06775925,5.68407475,7.01650125,8,False,False,True
1760,1.6,1.2625,0.4375,37.37881575,17.53416575,8.561549,9.39785925,9,True,False,False
1761,1.2875,1.0,0.2875,16.386011,5.4147545,4.09650275,4.819415,9,True,False,False
1762,1.625,1.2375,0.45,50.8306535,22.69377475,9.6104805,15.025235,14,False,False,True
1763,0.7875,0.575,0.175,4.082328,1.5025235,0.86465975,1.13398,8,False,True,False
1764,0.875,0.6375,0.2,5.42892925,2.26796,1.09145575,1.7860185,9,False,False,True
1765,1.1625,0.9,0.2625,12.2186345,4.876114,3.0333965,4.9611625,9,False,False,True
1766,1.1875,0.9375,0.35,14.2030995,5.443104,3.33106625,4.9611625,13,True,False,False
1767,1.2125,0.9125,0.35,17.56251525,7.35669525,4.09650275,5.0178615,14,True,False,False
1768,1.4125,1.1125,0.3625,26.23746225,12.31785775,6.010094,7.01650125,9,False,False,True
1769,1.3,1.0625,0.3125,22.396105,10.546014,5.8116475,5.386405,8,False,False,True
1770,1.15,0.8625,0.275,13.02659525,6.6621325,2.50893075,3.288542,7,False,False,True
1771,1.175,0.9125,0.3,16.499409,8.221355,2.608154,4.139027,8,True,False,False
1772,1.5125,1.2125,0.375,35.096681,17.90270925,6.406987,9.355335,11,False,True,False
1773,1.1,0.8,0.3,12.94154675,6.90310325,2.608154,2.90582375,8,False,False,True
1774,1.225,0.95,0.3625,19.06503875,7.0590255,5.1312595,5.953395,10,True,False,False
1775,1.525,1.1875,0.375,31.56716825,14.72756525,7.29999625,8.51902475,11,True,False,False
1776,1.7,1.35,0.475,46.0112385,20.31241675,10.035723,13.36678925,12,False,False,True
1777,1.775,1.4375,0.5375,56.9541455,28.05183025,12.68640125,14.231449,11,False,False,True
1778,1.625,1.2375,0.3875,37.9032815,17.4349425,9.05766525,9.4970825,9,True,False,False
1779,1.475,1.0875,0.4125,27.68328675,12.82814875,6.78970525,6.6621325,9,False,False,True
1780,1.3125,0.95,0.35,17.19397175,5.499803,4.18155125,5.953395,14,True,False,False
1781,1.625,1.275,0.3875,39.8877465,20.45416425,8.448151,9.4970825,9,False,False,True
1782,1.325,0.9625,0.3125,18.97999025,8.1930055,4.2807745,5.10291,10,True,False,False
1783,1.475,1.1875,0.35,27.6974615,13.11164375,5.74077375,7.7961125,10,False,False,True
1784,1.3125,1.0,0.3375,20.241543,9.015141,3.912231,5.896696,10,True,False,False
1785,1.25,0.9875,0.3625,22.29688175,9.412034,5.14543425,6.95980225,8,False,True,False
1786,1.45,1.15,0.325,26.1098895,10.1207715,5.1312595,8.221355,13,False,False,True
1787,1.3875,1.05,0.35,24.607366,9.355335,6.8889285,5.953395,13,True,False,False
1788,1.45,1.15,0.4375,33.0271675,18.427175,6.25106475,8.66077225,9,True,False,False
1789,0.975,0.725,0.225,7.78193775,3.8271825,1.28990225,2.211261,8,False,True,False
1790,0.925,0.7,0.2375,8.12213175,4.26659975,1.9561155,2.25378525,7,False,True,False
1791,1.675,1.35,0.5,41.39027,18.24290325,9.298636,11.80756675,9,True,False,False
1792,1.8,1.45,0.475,59.20793075,28.22192725,13.551061,15.03940975,13,False,False,True
1793,1.6125,1.2,0.425,32.16250775,14.968536,7.200773,8.6465975,10,True,False,False
1794,1.1875,0.9,0.35,14.55746825,6.8322295,2.96252275,4.3941725,8,False,False,True
1795,0.725,0.5125,0.175,2.76407625,1.020582,0.5386405,0.9922325,8,False,True,False
1796,1.275,0.9625,0.375,17.7184375,8.77417025,3.3735905,4.89028875,8,False,True,False
1797,1.2875,1.0125,0.3625,19.7029025,6.0951425,4.63514325,6.633783,15,False,False,True
1798,1.8,1.375,0.5125,60.2426875,32.47435225,12.54465375,14.4865945,13,False,False,True
1799,1.0,0.8,0.275,10.0073735,3.98310475,2.79242575,2.83495,8,True,False,False
1800,1.5625,1.1125,0.4,30.900955,13.04077,8.40562675,8.618248,11,True,False,False
1801,1.675,1.325,0.5625,44.26774425,17.860185,13.8062065,10.56018875,11,True,False,False
1802,0.9625,0.725,0.2125,7.10154975,3.175144,1.7293195,2.26796,8,False,True,False
1803,0.925,0.7,0.275,6.53455975,2.67902775,1.31825175,2.1262125,10,True,False,False
1804,1.525,1.175,0.4,28.8314415,12.076887,6.39281225,9.07184,12,True,False,False
1805,1.2625,0.9875,0.2625,15.6205745,7.030676,2.9199985,4.8477645,8,False,True,False
1806,1.3,1.0125,0.3625,23.5017355,10.02154825,4.77689075,5.8116475,15,True,False,False
1807,0.5,0.3625,0.15,1.0489315,0.35436875,0.26932025,0.3118445,4,False,True,False
1808,1.5125,1.15,0.425,31.808139,9.8372765,8.63242275,8.9300925,13,True,False,False
1809,1.325,1.0125,0.3125,18.46969925,7.69688925,4.55009475,5.273007,7,False,False,True
1810,1.6375,1.25,0.5125,43.318036,17.61921425,10.56018875,12.85649825,11,True,False,False
1811,1.3,1.025,0.3125,19.80212575,8.34892775,4.60679375,6.0951425,10,True,False,False
1812,1.925,1.5,0.5375,62.21297775,29.80949925,13.664459,16.556108,10,False,False,True
1813,1.225,1.0,0.3375,17.690088,8.60407325,3.64291075,4.7910655,8,False,True,False
1814,1.6125,1.2625,0.4125,40.61065875,19.391058,8.731646,9.525432,8,True,False,False
1815,1.575,1.225,0.375,33.89182725,16.57028275,7.2858215,8.50485,9,False,False,True
1816,1.375,1.075,0.35,20.22736825,7.27164675,5.273007,6.3786375,9,True,False,False
1817,1.125,0.825,0.275,10.44679075,4.53592,2.50893075,2.891649,6,False,True,False
1818,1.5875,1.2125,0.475,39.02308675,17.973583,8.17883075,11.509897,11,True,False,False
1819,1.4875,1.1625,0.3625,22.55202725,9.70970375,5.08873525,6.87475375,10,True,False,False
1820,1.5,1.2,0.4125,32.16250775,12.85649825,7.654365,9.4970825,10,True,False,False
1821,1.75,1.4375,0.5125,50.2636635,17.1514475,12.6722265,15.252031,13,True,False,False
1822,1.625,1.3125,0.4625,45.982889,18.83824275,9.14271375,13.5227115,10,False,False,True
1823,1.0375,0.8125,0.2875,9.79475225,3.98310475,2.16873675,3.118445,9,True,False,False
1824,1.1125,0.825,0.2625,12.82814875,5.10291,2.9199985,3.4869885,9,True,False,False
1825,1.7625,1.4,0.55,56.1603595,23.17571625,8.74582075,21.54562,14,False,False,True
1826,1.5375,1.225,0.425,32.4601775,13.93377925,5.896696,9.7238785,13,False,False,True
1827,1.85,1.4375,0.55,57.039194,25.27357925,14.92601175,13.3526145,12,True,False,False
1828,1.1,0.8125,0.2,11.7083435,4.082328,2.87747425,3.685435,8,False,False,True
1829,1.4625,1.1625,0.3875,25.92561775,12.91319725,5.57067675,6.6621325,9,False,False,True
1830,0.625,0.4625,0.1625,1.94194075,0.83631025,0.396893,0.63786375,5,False,True,False
1831,1.2,0.95,0.3,17.236496,7.66853975,3.98310475,5.2446575,8,True,False,False
1832,1.5625,1.225,0.5,39.19318375,16.71203025,8.0796075,10.8011595,11,True,False,False
1833,1.575,1.2,0.3625,28.67551925,12.00601325,6.7188315,8.6465975,12,False,False,True
1834,1.25,0.9625,0.3,15.87572,8.03708325,2.9199985,3.8271825,8,False,True,False
1835,1.575,1.1625,0.375,29.24250925,12.09106175,6.80388,9.2135875,11,False,True,False
1836,1.2375,0.925,0.3125,13.36678925,5.88252125,2.5798045,4.252425,8,False,True,False
1837,1.5125,1.2,0.425,33.55163325,16.499409,6.70465675,8.9867915,10,False,False,True
1838,1.525,1.175,0.4875,36.10308825,13.2959155,9.39785925,11.283101,12,True,False,False
1839,1.375,1.0,0.3375,20.3265915,9.39785925,4.23825025,6.2652395,9,False,True,False
1840,1.3125,1.025,0.325,19.49028125,9.73805325,4.23825025,5.00368675,9,False,False,True
1841,1.6875,1.3125,0.3875,41.91473575,17.803486,9.65300475,11.90679,9,True,False,False
1842,1.4125,1.0875,0.4625,29.256684,10.035723,5.79747275,8.788345,20,False,False,True
1843,1.7125,1.3375,0.4375,40.596484,18.0586315,7.0023265,13.04077,11,False,False,True
1844,1.3,1.0625,0.4125,28.02348075,11.226402,6.3786375,9.07184,16,True,False,False
1845,1.5,1.125,0.4,32.375129,15.2803805,6.3786375,8.7032965,10,False,False,True
1846,1.6625,1.25,0.4375,49.384829,16.8679525,8.57572375,20.5533875,21,True,False,False
1847,1.1875,1.0,0.2875,15.3370795,5.273007,2.90582375,5.953395,13,True,False,False
1848,1.8375,1.475,0.5625,49.781722,18.0586315,9.65300475,16.44271,21,False,False,True
1849,1.3,1.125,0.375,25.3728025,10.24834425,5.273007,6.6621325,14,False,False,True
1850,0.925,0.725,0.25,7.087375,2.90582375,1.43164975,2.4097075,10,False,True,False
1851,1.275,0.9375,0.375,23.85610425,10.90038275,4.422522,7.2291225,10,False,True,False
1852,1.4375,1.0875,0.375,29.21415975,13.05494475,6.180191,10.20582,8,True,False,False
1853,1.175,0.975,0.375,18.01610725,6.19436575,2.50893075,7.2291225,9,False,False,True
1854,1.6125,1.275,0.4875,34.756487,16.68368075,6.27941425,10.61688775,10,False,False,True
1855,1.475,1.175,0.3875,33.26813825,17.70426275,6.6054335,7.35669525,9,False,False,True
1856,1.1,0.825,0.3375,11.60912025,4.6209685,2.84912475,3.3735905,6,False,True,False
1857,0.6375,0.475,0.15,2.438057,1.13398,0.52446575,0.7087375,5,False,True,False
1858,1.65,1.275,0.4375,34.529691,14.33067225,8.5898985,10.489315,11,False,False,True
1859,0.8625,0.6375,0.2,4.7910655,1.70097,1.20485375,1.530873,10,False,False,True
1860,0.9875,0.7375,0.2375,7.72523875,3.2601925,1.77184375,2.4097075,8,False,True,False
1861,1.6375,1.3,0.4375,41.730464,17.78931125,7.654365,12.757275,13,True,False,False
1862,1.375,1.0125,0.35,22.75047375,6.917278,4.63514325,7.2291225,10,False,False,True
1863,1.625,1.3,0.3875,38.782116,17.53416575,8.164656,10.3475675,9,False,False,True
1864,1.6875,1.3875,0.5,40.78075575,15.4504775,7.55514175,13.1825175,21,False,False,True
1865,1.6,1.2625,0.3875,39.76017375,19.9863975,7.52679225,9.4970825,10,False,False,True
1866,1.3625,1.025,0.3125,18.540573,8.34892775,3.72795925,5.8116475,10,True,False,False
1867,1.6625,1.3,0.4125,47.86813075,20.68096025,11.5382465,12.09106175,11,True,False,False
1868,1.7125,1.325,0.425,42.82191975,20.93610575,9.99319875,10.56018875,10,True,False,False
1869,1.2375,0.9375,0.3,17.406593,8.09378225,3.86970675,4.5642695,8,False,True,False
1870,1.35,1.025,0.3625,28.0376555,7.98038425,6.0384435,10.0640725,19,False,False,True
1871,1.25,0.9,0.3,12.4454305,5.31553125,2.99087225,3.69960975,8,False,True,False
1872,1.2125,0.9625,0.325,16.102516,7.10154975,5.046211,4.365823,7,False,True,False
1873,1.4875,1.175,0.3875,31.7797895,12.79979925,5.046211,4.3941725,11,True,False,False
1874,1.175,0.8875,0.3,11.1413535,4.7343665,2.50893075,3.2601925,8,False,True,False
1875,1.275,0.9375,0.275,16.45688475,8.12213175,3.345241,4.195726,7,True,False,False
1876,1.7125,1.3375,0.4375,44.91978275,20.34076625,10.70193625,11.94931425,9,True,False,False
1877,1.5375,1.15,0.425,29.95124675,13.65028425,7.711064,7.654365,10,False,False,True
1878,1.3125,1.075,0.4125,20.3265915,8.1930055,4.94698775,5.5281525,10,True,False,False
1879,0.675,0.4875,0.175,2.891649,1.2757275,0.38271825,0.963883,8,False,True,False
1880,0.975,0.725,0.25,6.30776375,2.6932025,1.31825175,2.0695135,7,False,True,False
1881,1.25,1.1,0.3875,21.035329,5.74077375,5.68407475,5.99591925,14,True,False,False
1882,1.275,0.9875,0.3625,17.53416575,6.123492,3.92640575,6.80388,12,False,False,True
1883,1.65,1.3125,0.5,42.2124055,17.19397175,10.75863525,11.9351395,10,False,False,True
1884,1.65,1.3,0.45,42.921143,14.911837,8.43397625,11.90679,19,True,False,False
1885,1.1,0.7625,0.2875,10.7444605,4.592619,2.5798045,3.118445,9,False,True,False
1886,1.3,1.1625,0.375,26.94619975,12.927372,5.6415505,7.2291225,8,False,False,True
1887,1.425,1.125,0.3625,21.2904745,8.00873375,6.22271525,6.27941425,10,False,True,False
1888,1.65,1.2875,0.425,37.9032815,17.4349425,8.85921875,10.13494625,10,True,False,False
1889,1.175,0.9125,0.3,17.349894,9.2702865,4.252425,3.96893,8,False,False,True
1890,1.525,1.2,0.4375,30.26309125,11.0846545,6.123492,11.90679,15,True,False,False
1891,1.275,1.0125,0.3125,19.63202875,9.2702865,4.3941725,5.11708475,7,False,False,True
1892,0.725,0.5625,0.1875,4.309124,2.0128145,1.6726205,1.2757275,9,False,True,False
1893,1.7,1.45,0.5,50.6605565,16.5844575,12.8423235,17.0097,19,True,False,False
1894,1.275,1.025,0.3625,22.566202,10.95708175,5.14543425,5.54232725,8,False,False,True
1895,1.5625,1.2,0.3875,34.11862325,16.62698175,6.7755305,9.02931575,12,True,False,False
1896,0.8875,0.6875,0.2125,6.23689,2.608154,1.70097,4.252425,8,False,True,False
1897,1.725,1.3375,0.4625,51.766187,22.5945515,11.5949455,14.1464005,11,True,False,False
1898,0.8375,0.65,0.1875,6.23689,2.42388225,1.13398,2.4097075,6,False,False,True
1899,1.075,0.8375,0.2625,10.716111,5.329706,2.22543575,2.551455,6,False,True,False
1900,0.3375,0.325,0.1,0.8221355,0.35436875,0.18427175,0.226796,4,False,True,False
1901,1.5875,1.3125,0.5125,42.070658,15.592225,8.83086925,12.190285,20,False,False,True
1902,1.6375,1.2875,0.425,43.2896865,24.05455075,7.47009325,9.3836845,11,True,False,False
1903,1.725,1.35,0.3875,41.220173,17.690088,8.80251975,11.056305,9,True,False,False
1904,1.5375,1.125,0.375,33.962701,20.0430965,5.93922025,7.10154975,7,False,False,True
1905,1.2,0.925,0.3125,15.40795325,6.917278,2.8632995,4.6776675,9,False,True,False
1906,0.6125,0.45,0.1625,2.0128145,0.850485,0.3685435,0.60951425,4,False,True,False
1907,1.3875,1.0625,0.325,18.370476,8.03708325,3.7704835,5.96756975,8,False,True,False
1908,1.2375,1.0,0.3875,22.92057075,6.64795775,3.27436725,9.922325,6,False,False,True
1909,1.325,1.0375,0.2875,16.76872925,6.6054335,4.49339575,5.10291,11,True,False,False
1910,1.175,0.8875,0.325,15.49300175,5.68407475,3.572037,5.2446575,14,True,False,False
1911,1.35,1.0875,0.35,20.82270775,9.355335,4.52174525,6.0384435,9,False,False,True
1912,1.1,0.8,0.2375,9.28446125,4.23825025,1.6726205,2.83495,8,False,True,False
1913,1.4,1.1,0.325,23.40251225,6.87475375,5.726599,8.0796075,10,False,False,True
1914,1.0,0.725,0.2875,7.92368525,3.16096925,1.63009625,2.1262125,9,False,False,True
1915,0.9875,0.775,0.2375,8.8733935,3.7137845,2.041164,2.6365035,7,False,True,False
1916,0.9625,0.75,0.2875,9.73805325,4.66349275,2.4097075,2.90582375,6,False,False,True
1917,1.5,1.2375,0.4375,36.86852475,17.56251525,8.051258,9.31281075,11,False,False,True
1918,1.175,0.8625,0.2875,13.84873075,5.68407475,3.061746,4.706017,11,False,True,False
1919,1.575,1.2375,0.4375,35.98969025,17.1514475,7.6827145,9.298636,11,False,False,True
1920,0.85,0.6375,0.2125,5.783298,2.7499015,0.5953395,1.417475,6,True,False,False
1921,1.05,0.8,0.25,9.63883,4.94698775,1.417475,2.67902775,8,False,True,False
1922,1.3625,1.0,0.35,22.055911,10.432616,6.0951425,5.10291,9,True,False,False
1923,1.775,1.35,0.4125,55.5366705,21.72989175,7.3992195,22.11261,18,False,False,True
1924,0.7125,0.5625,0.175,2.84912475,1.20485375,0.52446575,0.9922325,7,False,True,False
1925,1.025,0.775,0.225,9.45455825,4.63514325,1.7293195,2.5798045,6,False,True,False
1926,1.5,1.1875,0.375,30.8726055,14.72756525,6.3219385,8.278054,11,False,False,True
1927,1.1875,0.8875,0.3125,13.79203175,6.10931725,3.13261975,4.025629,9,False,True,False
1928,1.0125,0.7625,0.25,7.6827145,2.73572675,1.7293195,2.5798045,7,False,True,False
1929,1.825,1.375,0.5125,54.090846,15.35125425,10.10659675,16.91047675,14,True,False,False
1930,1.375,1.0625,0.375,18.1153305,7.6260155,3.81300775,6.1518415,9,False,True,False
1931,1.2125,0.975,0.3,16.9813505,7.1157245,3.81300775,4.7910655,8,False,False,True
1932,1.3875,1.0625,0.3625,22.41027975,9.87980075,5.00368675,6.3786375,9,False,True,False
1933,1.6375,1.275,0.4375,40.1145425,16.68368075,10.56018875,10.319218,10,True,False,False
1934,0.9,0.675,0.225,6.30776375,2.3530085,1.5025235,2.1262125,6,False,False,True
1935,1.8375,1.4625,0.4625,60.214338,26.988724,15.592225,14.17475,11,False,False,True
1936,1.175,0.9,0.3625,15.2236815,4.89028875,3.89805625,5.5281525,15,True,False,False
1937,1.075,0.8375,0.3,12.587178,4.3941725,3.24601775,3.96893,13,True,False,False
1938,1.4875,1.175,0.3375,26.54930675,12.303683,5.216308,8.1363065,10,False,True,False
1939,0.825,0.5125,0.2375,4.52174525,2.1829115,0.907184,1.23320325,5,False,True,False
1940,1.3875,1.1125,0.325,24.45144375,11.97766375,4.3941725,6.80388,9,False,False,True
1941,0.925,0.7,0.2375,7.52679225,3.458639,1.474174,2.26796,7,False,True,False
1942,0.625,0.45,0.1625,2.28213475,0.97805775,0.52446575,0.60951425,4,False,True,False
1943,1.5,1.1875,0.375,28.56212125,12.54465375,6.2652395,7.93786,15,True,False,False
1944,1.6,1.3,0.4375,35.380176,12.03436275,7.35669525,13.60776,12,True,False,False
1945,1.525,1.2375,0.4625,31.42542075,10.50348975,8.88756825,9.355335,12,True,False,False
1946,1.25,0.95,0.275,15.88989475,7.93786,3.005047,4.252425,9,False,True,False
1947,1.325,1.075,0.3375,24.9192105,7.93786,6.13766675,7.087375,10,False,False,True
1948,1.1,0.8375,0.275,11.01378075,4.9611625,2.36718325,3.1467945,7,False,True,False
1949,1.8125,1.4375,0.6,62.652395,38.3001745,11.7083435,14.21727425,13,False,False,True
1950,1.7125,1.275,0.45,41.23434775,17.90270925,8.80251975,10.56018875,9,False,False,True
1951,1.5375,1.1875,0.3875,29.1149365,12.6722265,7.087375,8.0796075,9,True,False,False
1952,1.675,1.3625,0.5,48.26502375,23.6151335,10.602713,11.623295,11,False,False,True
1953,1.425,1.075,0.4,22.9914445,10.98543125,4.5075705,6.47786075,9,True,False,False
1954,1.25,0.975,0.325,18.01610725,7.10154975,4.63514325,5.5281525,15,True,False,False
1955,1.0375,0.825,0.25,11.07047975,5.45727875,2.14038725,2.90582375,7,False,True,False
1956,1.4125,1.2625,0.525,36.18813675,14.2030995,7.9095105,10.0640725,12,True,False,False
1957,1.375,1.0625,0.3625,25.231055,12.26115875,4.8477645,6.690482,10,False,True,False
1958,0.85,0.65,0.225,5.0745605,2.154562,1.48834875,1.5592225,6,False,True,False
1959,1.5375,1.1875,0.375,29.41260625,13.494362,6.59125875,8.0229085,9,False,False,True
1960,1.5125,1.1125,0.35,27.839209,12.17611025,5.91087075,8.3631025,12,False,False,True
1961,1.4625,1.125,0.425,24.62154075,9.42620875,4.63514325,7.654365,22,True,False,False
1962,1.4375,1.1375,0.45,24.16794875,8.54737425,5.17378375,8.50485,13,False,True,False
1963,1.5,1.1625,0.4,32.1199835,13.210867,8.17883075,8.448151,11,True,False,False
1964,1.4875,1.1375,0.4,29.48348,12.813974,7.52679225,8.164656,9,True,False,False
1965,1.5875,1.275,0.425,38.42774725,17.5483405,8.6465975,11.056305,9,False,False,True
1966,1.3,1.0,0.3625,18.71067,7.5693165,2.99087225,6.23689,13,False,True,False
1967,0.5625,0.4,0.1125,1.31825175,0.7087375,0.4252425,0.4252425,4,False,True,False
1968,1.45,1.15,0.3875,40.80910525,19.03668925,7.7394135,8.37727725,10,False,False,True
1969,1.1875,0.9375,0.275,12.927372,5.159609,2.8066005,4.53592,9,False,True,False
1970,1.3,1.0,0.3,23.3316385,8.448151,5.11708475,7.5126175,15,False,False,True
1971,1.175,0.925,0.3375,15.5071765,6.293589,3.75630875,4.819415,12,False,False,True
1972,1.125,0.8625,0.3,11.80756675,4.69184225,2.6932025,3.8271825,9,True,False,False
1973,1.1375,0.9125,0.3375,12.5021295,4.29494925,3.30271675,4.1106775,9,False,True,False
1974,1.7875,1.375,0.475,56.82657275,29.66775175,11.5382465,14.38737125,12,False,False,True
1975,0.525,0.425,0.1125,1.34660125,0.5386405,0.3118445,0.3685435,5,False,True,False
1976,0.6875,0.5375,0.1875,3.27436725,1.37495075,0.8221355,0.9922325,7,False,True,False
1977,0.7,0.5125,0.2,3.6003865,1.474174,1.1056305,1.190679,9,False,True,False
1978,1.6125,1.2875,0.4375,43.828327,19.94387325,10.3475675,11.7650425,10,True,False,False
1979,1.575,1.225,0.5625,37.874932,19.29183475,7.3425205,9.19941275,10,True,False,False
1980,1.5,1.15,0.375,35.0116325,17.08057375,7.767763,8.221355,8,True,False,False
1981,1.3,1.0,0.275,16.9246515,8.32057825,3.27436725,4.53592,8,False,True,False
1982,0.7625,0.55,0.175,3.9972795,1.757669,0.8788345,1.0489315,5,False,True,False
1983,1.025,0.8125,0.25,9.19941275,3.742134,2.041164,3.005047,6,False,True,False
1984,1.375,1.05,0.3625,20.93610575,9.1001895,4.20990075,7.144074,11,False,False,True
1985,1.425,1.1,0.3625,24.99008425,10.21999475,5.54232725,7.75358825,10,False,False,True
1986,1.55,1.175,0.3625,30.80173175,14.4865945,7.69688925,7.27164675,10,False,False,True
1987,1.35,1.025,0.325,15.87572,6.73300625,3.01922175,4.9611625,7,False,False,True
1988,1.5625,1.1875,0.4375,38.00250475,18.597272,8.0229085,9.5537815,10,False,False,True
1989,1.1,0.85,0.25,10.7444605,4.89028875,2.31048425,2.8632995,7,False,True,False
1990,1.7125,1.375,0.475,53.4388075,25.231055,11.623295,13.87708025,10,False,False,True
1991,1.55,1.25,0.4375,33.622507,14.13222575,8.54737425,9.922325,12,True,False,False
1992,1.3625,1.0875,0.3625,26.60600575,10.44679075,3.52951275,9.7805775,11,False,False,True
1993,0.9875,0.75,0.3,8.49067525,3.58621175,1.927766,2.53728025,8,False,True,False
1994,1.3875,1.0875,0.4125,27.499015,9.525432,6.56290925,8.3631025,17,True,False,False
1995,1.2,0.95,0.325,17.50581625,8.50485,4.025629,4.9611625,12,False,False,True
1996,1.6,1.25,0.425,43.02036625,19.6462035,9.241937,11.5949455,11,True,False,False
1997,1.05,0.85,0.2875,11.94931425,4.9611625,2.6365035,3.8271825,8,False,False,True
1998,1.5375,1.175,0.375,30.83008125,14.10387625,8.0229085,7.61184075,9,False,False,True
1999,1.4625,1.1875,0.4125,29.8520235,12.984071,6.1518415,8.50485,11,True,False,False
2000,1.55,1.275,0.4375,45.7844425,14.47241975,5.443104,19.1359125,12,False,False,True
2001,1.45,1.125,0.3625,32.2333815,15.83319575,6.23689,8.221355,8,True,False,False
2002,1.4625,1.225,0.4625,33.1972645,14.798439,7.18659825,9.4970825,10,False,False,True
2003,0.8625,0.6375,0.2375,5.51397775,2.62232875,1.0489315,1.5592225,6,False,True,False
2004,1.5375,1.1875,0.325,23.88445375,10.0073735,5.42892925,7.1157245,8,False,True,False
2005,1.275,1.0,0.3625,16.37183625,6.5487345,4.0539785,5.0178615,9,False,True,False
2006,1.3625,0.9375,0.3,15.3937785,6.73300625,3.27436725,4.89028875,8,False,True,False
2007,0.9375,0.7125,0.25,6.7755305,2.9766975,1.57339725,1.984465,8,False,True,False
2008,1.15,0.95,0.3375,13.664459,5.8683465,3.47281375,4.1106775,10,False,False,True
2009,1.3125,1.075,0.375,20.87940675,9.14271375,4.5642695,6.0951425,11,False,True,False
2010,1.55,1.2,0.45,34.62891425,16.499409,7.64019025,8.8733935,12,True,False,False
2011,0.9,0.625,0.2875,13.1825175,5.953395,2.99087225,3.628736,7,False,True,False
2012,1.4125,1.1125,0.375,22.566202,10.30504325,5.216308,6.2085405,8,False,False,True
2013,1.3125,1.0,0.35,17.0380495,7.44174375,3.64291075,5.20213325,9,False,True,False
2014,1.1,0.8125,0.25,11.80756675,5.2446575,2.45223175,3.118445,6,False,True,False
2015,1.3875,1.025,0.3125,16.9813505,6.64795775,4.15320175,5.499803,8,False,False,True
2016,1.4375,1.125,0.3125,22.11261,9.28446125,5.329706,6.6621325,9,False,True,False
2017,1.225,0.9625,0.3125,18.3988255,9.07184,3.515338,4.80524025,8,False,False,True
2018,1.3,1.025,0.35,18.78154375,7.86698625,4.40834725,5.556502,11,False,True,False
2019,0.8875,0.675,0.1875,5.03203625,2.2396105,0.89300925,1.530873,6,False,True,False
2020,1.5,1.1625,0.375,31.25532375,15.46465225,7.427569,7.087375,8,True,False,False
2021,1.575,1.2375,0.4125,37.06697125,16.9813505,8.051258,8.9300925,11,True,False,False
2022,1.3375,1.125,0.425,22.1409595,8.66077225,4.40834725,8.3631025,11,False,True,False
2023,1.55,1.2125,0.3875,29.18581025,12.0485375,6.56290925,9.4970825,12,False,False,True
2024,0.8,0.6,0.175,3.7704835,1.65844575,0.72291225,1.1623295,6,False,True,False
2025,1.525,1.225,0.4,32.72949775,16.62698175,6.76135575,8.26387925,11,False,True,False
2026,1.525,1.2,0.375,32.58775025,15.989118,7.767763,7.484268,8,False,False,True
